1,-1,1285,363,230,183,0.9746
1,-1,558,93,106,75,0.9573
1,-1,1177,82,76,91,0.9505
1,-1,573,72,88,72,0.9500
1,-1,931,78,82,68,0.9485
1,-1,894,95,51,49,0.9462
1,-1,877,107,50,38,0.9277
1,-1,913,92,59,52,0.9161
2,-1,1285,363,230,183,0.9745
2,-1,558,93,106,75,0.9562
2,-1,1176,82,77,91,0.9512
2,-1,572,72,89,72,0.9492
2,-1,932,78,81,68,0.9475
2,-1,894,95,51,49,0.9435
2,-1,877,107,50,38,0.9247
2,-1,913,92,59,52,0.9134
3,-1,1285,363,230,183,0.9744
3,-1,558,93,106,75,0.9571
3,-1,1176,82,77,91,0.9512
3,-1,572,72,89,72,0.9496
3,-1,932,78,81,68,0.9473
3,-1,894,95,51,49,0.9435
3,-1,877,107,50,38,0.9253
3,-1,913,92,59,52,0.9138
4,-1,1285,363,230,183,0.9746
4,-1,558,93,106,75,0.9598
4,-1,572,72,89,72,0.9506
4,-1,1176,82,77,92,0.9505
4,-1,932,78,81,68,0.9467
4,-1,894,95,52,49,0.9430
4,-1,877,107,50,38,0.9252
4,-1,913,93,59,51,0.9142
5,-1,1285,363,230,183,0.9750
5,-1,558,94,106,74,0.9585
5,-1,573,72,88,72,0.9509
5,-1,1176,82,77,91,0.9485
5,-1,932,78,81,68,0.9462
5,-1,894,95,52,49,0.9431
5,-1,877,107,50,38,0.9235
5,-1,913,93,60,51,0.9111
6,-1,1285,363,230,183,0.9750
6,-1,558,94,106,74,0.9585
6,-1,573,72,88,72,0.9511
6,-1,1176,83,77,90,0.9477
6,-1,932,78,82,68,0.9459
6,-1,894,95,52,49,0.9426
6,-1,878,107,49,38,0.9244
6,-1,913,93,59,51,0.9119
7,-1,1285,363,230,183,0.9750
7,-1,558,94,106,74,0.9596
7,-1,573,72,88,72,0.9507
7,-1,1176,83,77,90,0.9475
7,-1,932,78,82,68,0.9465
7,-1,894,95,52,49,0.9429
7,-1,878,107,49,38,0.9265
7,-1,913,93,59,51,0.9128
8,-1,1285,363,230,183,0.9750
8,-1,558,94,106,74,0.9601
8,-1,573,72,88,72,0.9507
8,-1,1176,83,77,90,0.9474
8,-1,932,78,82,68,0.9467
8,-1,894,95,52,49,0.9439
8,-1,878,107,49,38,0.9291
8,-1,913,93,60,51,0.9133
9,-1,1285,363,230,183,0.9749
9,-1,558,94,106,74,0.9593
9,-1,573,72,88,72,0.9513
9,-1,1176,82,77,91,0.9480
9,-1,932,78,82,68,0.9470
9,-1,894,95,52,49,0.9437
9,-1,878,107,49,38,0.9277
9,-1,913,93,60,51,0.9145
10,-1,1284,363,231,183,0.9742
10,-1,559,94,105,74,0.9603
10,-1,573,72,88,72,0.9517
10,-1,932,78,81,68,0.9475
10,-1,1176,82,77,91,0.9468
10,-1,894,95,51,49,0.9429
10,-1,878,107,49,37,0.9254
10,-1,913,93,59,51,0.9099
11,-1,1284,363,231,183,0.9750
11,-1,558,94,106,74,0.9602
11,-1,573,72,88,72,0.9517
11,-1,932,78,82,68,0.9485
11,-1,1176,82,77,91,0.9474
11,-1,894,95,51,48,0.9443
11,-1,878,107,49,37,0.9280
